Journal name,ISSN,eISSN,Category,Edition,Total Citations,2024 JIF,JIF Quartile,2024 JCI,% of Citable OA
European Journal of Psychotraumatology,2000-8198,2000-8066,Multiple,,6846,4.1,Q1,1.26,99.63
JOURNAL OF URBAN HEALTH-BULLETIN OF THE NEW YORK ACADEMY OF MEDICINE,1099-3460,1468-2869,Multiple,,5793,4.1,Q1,1.24,35.89
Therapeutic Advances in Neurological Disorders,1756-2856,1756-2864,CLINICAL NEUROLOGY,SCIE,3170,4.1,Q1,1.23,97.32
Head & Neck Pathology,1936-055X,1936-0568,PATHOLOGY,ESCI,3718,4.1,Q1,1.22,16.23
SEMINARS IN HEMATOLOGY,0037-1963,1532-8686,HEMATOLOGY,SCIE,2434,4.1,Q1,1.17,20.34
Schizophrenia,,2754-6993,PSYCHIATRY,SCIE,904,4.1,Q1,1.14,100.0
Internet Interventions-The Application of Information Technology in Mental and Behavioural Health,,2214-7829,Multiple,,2937,4.1,Q1,1.11,100.0
BIOINORGANIC CHEMISTRY AND APPLICATIONS,1565-3633,1687-479X,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,2172,4.1,Q2,1.1,100.0
JMIR Serious Games,2291-9279,2291-9279,Multiple,,2566,4.1,Q1,1.09,98.34
PSYCHOLOGICAL INQUIRY,1047-840X,1532-7965,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,6955,4.1,Q1,1.06,20.83
Translational Oncology,1936-5233,1936-5233,ONCOLOGY,SCIE,7809,4.1,Q2,1.05,99.25
Emerging Themes in Epidemiology,,1742-7622,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",ESCI,618,4.1,Q1,1.03,100.0
Career Development International,1362-0436,1758-6003,"PSYCHOLOGY, APPLIED",SSCI,3038,4.1,Q1,1.02,13.39
Metabolic Engineering Communications,2214-0301,2214-0301,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,ESCI,868,4.1,Q2,1.02,98.39
Neuro-Oncology Advances,,2632-2498,Multiple,,3154,4.1,Q1,1.02,99.81
NPJ Microgravity,,2373-8065,MULTIDISCIPLINARY SCIENCES,SCIE,1872,4.1,Q1,1.02,99.61
INTERNATIONAL JOURNAL OF MEDICAL INFORMATICS,1386-5056,1872-8243,Multiple,,10547,4.1,Q1,1.01,39.57
TOXICOLOGICAL SCIENCES,1096-6080,1096-0929,TOXICOLOGY,SCIE,16030,4.1,Q1,1.01,21.55
PLANT SCIENCE,0168-9452,1873-2259,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,23096,4.1,Q2,1.0,10.15
HISTOPATHOLOGY,0309-0167,1365-2559,Multiple,,12468,4.1,Q1,0.99,35.22
BIOGERONTOLOGY,1389-5729,1573-6768,GERIATRICS & GERONTOLOGY,SCIE,3494,4.1,Q2,0.97,20.67
Japanese Journal of Radiology,1867-1071,1867-108X,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING",SCIE,3222,4.1,Q1,0.97,57.81
EXPERT OPINION ON INVESTIGATIONAL DRUGS,1354-3784,1744-7658,PHARMACOLOGY & PHARMACY,SCIE,5733,4.1,Q1,0.96,4.63
iScience,,2589-0042,MULTIDISCIPLINARY SCIENCES,SCIE,41252,4.1,Q1,0.94,98.7
Journal of Taibah University for Science,1658-3655,1658-3655,MULTIDISCIPLINARY SCIENCES,SCIE,3593,4.1,Q1,0.94,99.46
JOURNAL OF LIPID RESEARCH,0022-2275,1539-7262,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,23746,4.1,Q2,0.92,99.07
Computational and Structural Biotechnology Journal,2001-0370,2001-0370,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,13526,4.1,Q2,0.91,98.13
INTERNATIONAL BIODETERIORATION & BIODEGRADATION,0964-8305,1879-0208,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,12207,4.1,Q2,0.9,12.76
JNCI Cancer Spectrum,,2515-5091,ONCOLOGY,ESCI,2313,4.1,Q2,0.89,98.54
CNS SPECTRUMS,1092-8529,2165-6509,Multiple,,3747,4.1,Q1,0.88,50.94
REVIEWS IN THE NEUROSCIENCES,0334-1763,2191-0200,NEUROSCIENCES,SCIE,3211,4.1,Q1,0.88,14.49
Toxics,,2305-6304,TOXICOLOGY,SCIE,12171,4.1,Q1,0.88,100.0
XENOTRANSPLANTATION,0908-665X,1399-3089,Multiple,,1778,4.1,Q2,0.88,27.84
SEMINARS IN THROMBOSIS AND HEMOSTASIS,0094-6176,1098-9064,Multiple,,5094,4.1,Q1,0.87,3.86
Therapeutic Advances in Musculoskeletal Disease,1759-720X,1759-7218,RHEUMATOLOGY,SCIE,2438,4.1,Q1,0.87,96.67
Journal of Inflammation-London,1476-9255,1476-9255,IMMUNOLOGY,SCIE,1892,4.1,Q2,0.86,100.0
JOURNAL OF NEUROENDOCRINOLOGY,0953-8194,1365-2826,NEUROSCIENCES,SCIE,5930,4.1,Q1,0.86,41.98
Nutrition & Metabolism,,1743-7075,NUTRITION & DIETETICS,SCIE,5348,4.1,Q2,0.86,100.0
EUROPEAN JOURNAL OF PSYCHOLOGICAL ASSESSMENT,1015-5759,2151-2426,"PSYCHOLOGY, APPLIED",SSCI,3562,4.1,Q1,0.85,21.67
ONCOLOGY RESEARCH,0965-0407,1555-3906,ONCOLOGY,SCIE,2667,4.1,Q2,0.85,60.26
ADVANCES IN THERAPY,0741-238X,1865-8652,Multiple,,10245,4.1,Q1,0.84,71.67
Advanced Pharmaceutical Bulletin,2228-5881,2251-7308,PHARMACOLOGY & PHARMACY,ESCI,3777,4.1,Q1,0.81,99.13
Journal of Inflammation Research,,1178-7031,IMMUNOLOGY,SCIE,8430,4.1,Q2,0.79,99.41
Tissue Engineering and Regenerative Medicine,1738-2696,2212-5469,CELL & TISSUE ENGINEERING,SCIE,2467,4.1,Q2,0.79,16.41
Clinics in Liver Disease,1089-3261,1557-8224,GASTROENTEROLOGY & HEPATOLOGY,SCIE,2992,4.1,Q1,0.78,0.61
ECOLOGICAL ENGINEERING,0925-8574,1872-6992,ECOLOGY,SCIE,21565,4.1,Q1,0.78,23.78
International Journal of Tryptophan Research,1178-6469,1178-6469,NEUROSCIENCES,ESCI,938,4.1,Q1,0.77,100.0
Frontiers in Synaptic Neuroscience,1663-3563,1663-3563,NEUROSCIENCES,SCIE,1731,4.1,Q1,0.73,100.0
Recent Patents on Anti-Cancer Drug Discovery,1574-8928,2212-3970,Multiple,,1149,4.1,Q1,0.71,4.73
JOURNAL OF PARENTERAL AND ENTERAL NUTRITION,0148-6071,1941-2444,NUTRITION & DIETETICS,SCIE,7995,4.1,Q2,0.7,21.2
PUBLIC HEALTH REVIEWS,,2107-6952,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",ESCI,1784,4.1,Q1,0.7,100.0
BIOMEDICAL AND ENVIRONMENTAL SCIENCES,0895-3988,2214-0190,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",SCIE,3115,4.1,Q1,0.69,0.0
MACROMOLECULAR BIOSCIENCE,1616-5187,1616-5195,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,9337,4.1,Q2,0.68,28.44
JOURNAL OF THE RENIN-ANGIOTENSIN-ALDOSTERONE SYSTEM,1470-3203,1752-8976,PERIPHERAL VASCULAR DISEASE,SCIE,972,4.1,Q1,0.66,84.62
Immune Network,1598-2629,2092-6685,IMMUNOLOGY,SCIE,2335,4.1,Q2,0.64,98.51
CLEVELAND CLINIC JOURNAL OF MEDICINE,0891-1150,1939-2869,"MEDICINE, GENERAL & INTERNAL",SCIE,2803,4.1,Q1,0.63,93.22
CRITICAL REVIEWS IN TOXICOLOGY,1040-8444,1547-6898,TOXICOLOGY,SCIE,4329,4.1,Q1,0.63,33.63
AIMS Microbiology,2471-1888,2471-1888,MICROBIOLOGY,ESCI,1789,4.1,Q2,0.61,98.33
ANESTHESIA AND ANALGESIA,0003-2999,1526-7598,ANESTHESIOLOGY,SCIE,29141,4.0,Q1,1.88,6.81
GIFTED CHILD QUARTERLY,0016-9862,1934-9041,"PSYCHOLOGY, EDUCATIONAL",SSCI,1474,4.0,Q1,1.78,12.24
Eye and Vision,,2326-0254,OPHTHALMOLOGY,SCIE,1593,4.0,Q1,1.73,99.29
EFORT Open Reviews,2396-7544,2058-5241,ORTHOPEDICS,SCIE,3792,4.0,Q1,1.6,97.8
JMIR Nursing,,2562-7600,NURSING,ESCI,350,4.0,Q1,1.6,100.0
Clinical Implant Dentistry and Related Research,1523-0899,1708-8208,"DENTISTRY, ORAL SURGERY & MEDICINE",SCIE,5867,4.0,Q1,1.58,36.67
Nurse Education in Practice,1471-5953,1873-5223,NURSING,"SCIE, SSCI",6778,4.0,Q1,1.54,27.72
Paediatric Respiratory Reviews,1526-0542,1526-0550,Multiple,,2354,4.0,Q1,1.54,25.0
Pesticide Biochemistry and Physiology,0048-3575,1095-9939,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,11003,4.0,Q2,1.51,3.81
Journal of Evidence-Based Dental Practice,1532-3382,1532-3390,"DENTISTRY, ORAL SURGERY & MEDICINE",SCIE,1567,4.0,Q1,1.43,16.86
JOURNAL OF ORAL REHABILITATION,0305-182X,1365-2842,"DENTISTRY, ORAL SURGERY & MEDICINE",SCIE,9611,4.0,Q1,1.43,35.92
JOURNAL OF DERMATOLOGICAL SCIENCE,0923-1811,1873-569X,DERMATOLOGY,SCIE,6438,4.0,Q1,1.42,9.77
HEADACHE,0017-8748,1526-4610,CLINICAL NEUROLOGY,SCIE,10295,4.0,Q1,1.37,33.01
Journal of Nursing Management,0966-0429,1365-2834,NURSING,"SCIE, SSCI",9939,4.0,Q1,1.37,60.62
JOURNAL OF SUBSTANCE ABUSE TREATMENT,0740-5472,1873-6483,"PSYCHOLOGY, CLINICAL",SSCI,7620,4.0,Q1,1.35,7.03
International Journal of Neonatal Screening,,2409-515X,Multiple,,1407,4.0,Q1,1.32,100.0
ANTIVIRAL RESEARCH,0166-3542,1872-9096,Multiple,,11192,4.0,Q1,1.31,38.14
International Journal of Implant Dentistry,,2198-4034,"DENTISTRY, ORAL SURGERY & MEDICINE",SCIE,2005,4.0,Q1,1.3,100.0
Virus Evolution,,2057-1577,VIROLOGY,SCIE,3568,4.0,Q1,1.28,98.73
Journal of Infection and Public Health,1876-0341,1876-035X,Multiple,,6961,4.0,Q1,1.25,99.36
JOURNAL OF NEUROSCIENCE,0270-6474,1529-2401,NEUROSCIENCES,SCIE,134858,4.0,Q2,1.24,32.71
Journal of Integrative Medicine-JIM,2095-4964,2095-4964,INTEGRATIVE & COMPLEMENTARY MEDICINE,SCIE,1925,4.0,Q1,1.18,17.65
CELL CALCIUM,0143-4160,1532-1991,CELL BIOLOGY,SCIE,5485,4.0,Q2,1.17,37.16
Lupus Science & Medicine,2053-8790,2053-8790,RHEUMATOLOGY,SCIE,1992,4.0,Q1,1.16,100.0
JOURNAL OF PAIN,1526-5900,1528-8447,Multiple,,13498,4.0,Q1,1.12,16.22
Journal of Neurodevelopmental Disorders,1866-1947,1866-1955,Multiple,,2300,4.0,Q1,1.1,100.0
Microbial Genomics,2057-5858,2057-5858,Multiple,,5565,4.0,Q1,1.1,99.82
DRUG METABOLISM AND DISPOSITION,0090-9556,1521-009X,PHARMACOLOGY & PHARMACY,SCIE,12010,4.0,Q1,1.09,17.53
Journal of Fungi,,2309-608X,MICROBIOLOGY,SCIE,20375,4.0,Q2,1.06,100.0
CRISPR Journal,2573-1599,2573-1602,GENETICS & HEREDITY,SCIE,1213,4.0,Q1,1.04,18.75
Journal of Nutrition Health & Aging,1279-7707,1760-4788,Multiple,,9461,4.0,Q2,1.02,65.2
NEUROCHEMISTRY INTERNATIONAL,0197-0186,1872-9754,Multiple,,10365,4.0,Q2,1.02,12.25
MICROBIAL ECOLOGY,0095-3628,1432-184X,Multiple,,13199,4.0,Q1,1.01,44.86
ENVIRONMENTAL MICROBIOLOGY,1462-2912,1462-2920,MICROBIOLOGY,SCIE,28425,4.0,Q2,1.0,49.37
CLINICAL PHARMACOKINETICS,0312-5963,1179-1926,PHARMACOLOGY & PHARMACY,SCIE,11244,4.0,Q1,0.99,52.15
Best Practice & Research Clinical Gastroenterology,1521-6918,1532-1916,GASTROENTEROLOGY & HEPATOLOGY,SCIE,3381,4.0,Q1,0.98,26.77
Current Research in Biotechnology,2590-2628,2590-2628,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,ESCI,835,4.0,Q2,0.98,100.0
ERJ Open Research,,2312-0541,RESPIRATORY SYSTEM,SCIE,5723,4.0,Q1,0.98,96.67
AAPS PHARMSCITECH,1530-9932,1530-9932,PHARMACOLOGY & PHARMACY,SCIE,12421,4.0,Q1,0.97,16.78
Gut Pathogens,1757-4749,1757-4749,Multiple,,2631,4.0,Q1,0.96,100.0
Interface Focus,2042-8898,2042-8901,BIOLOGY,SCIE,3213,4.0,Q1,0.95,57.76
VIROLOGICA SINICA,1674-0769,1995-820X,VIROLOGY,SCIE,2620,4.0,Q1,0.94,94.53
Clinical and Translational Allergy,,2045-7022,ALLERGY,SCIE,2267,4.0,Q2,0.93,96.63
HEALTH TECHNOLOGY ASSESSMENT,1366-5278,2046-4924,HEALTH CARE SCIENCES & SERVICES,SCIE,5611,4.0,Q1,0.93,98.78
NEUROEPIDEMIOLOGY,0251-5350,1423-0208,Multiple,,4533,4.0,Q1,0.93,20.3
Targeted Oncology,1776-2596,1776-260X,ONCOLOGY,SCIE,2512,4.0,Q2,0.92,43.72
JOURNAL OF CELLULAR PHYSIOLOGY,0021-9541,1097-4652,CELL BIOLOGY,SCIE,35977,4.0,Q2,0.91,16.23
HUMAN GENE THERAPY,1043-0342,1557-7422,Multiple,,6547,4.0,Q1,0.89,10.9
FEMS Microbes,,2633-6685,MICROBIOLOGY,ESCI,296,4.0,Q2,0.88,98.82
Microbial Risk Analysis,2352-3522,2352-3530,MICROBIOLOGY,SCIE,506,4.0,Q2,0.88,40.48
Journal of Functional Foods,1756-4646,2214-9414,NUTRITION & DIETETICS,SCIE,25707,4.0,Q2,0.87,99.7
Frontiers in Cellular Neuroscience,,1662-5102,NEUROSCIENCES,SCIE,23162,4.0,Q2,0.86,99.86
JOURNAL OF NEURAL TRANSMISSION,0300-9564,1435-1463,Multiple,,8517,4.0,Q1,0.84,48.43
Toxins,,2072-6651,TOXICOLOGY,SCIE,27037,4.0,Q1,0.84,100.0
JOURNAL OF NEUROCHEMISTRY,0022-3042,1471-4159,Multiple,,29715,4.0,Q2,0.83,35.86
Journal of the Academy of Nutrition and Dietetics,2212-2672,2212-2680,NUTRITION & DIETETICS,SCIE,8322,4.0,Q2,0.81,14.13
PLANT AND CELL PHYSIOLOGY,0032-0781,1471-9053,CELL BIOLOGY,SCIE,21087,4.0,Q2,0.8,26.51
PROCESS BIOCHEMISTRY,1359-5113,1873-3298,Multiple,,20096,4.0,Q2,0.79,4.38
Therapeutic Advances in Psychopharmacology,2045-1253,2045-1261,Multiple,,1540,4.0,Q1,0.79,99.03
Frontiers in Molecular Biosciences,,2296-889X,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,19525,4.0,Q2,0.66,99.92
Tissue Barriers,2168-8370,2168-8370,"MEDICINE, RESEARCH & EXPERIMENTAL",ESCI,1740,4.0,Q2,0.66,20.73
EXPERT OPINION ON BIOLOGICAL THERAPY,1471-2598,1744-7682,Multiple,,5913,4.0,Q2,0.59,11.25
Current Opinion in HIV and AIDS,1746-630X,1746-6318,Multiple,,2523,4.0,Q1,0.56,20.59
CURRENT OPINION IN INFECTIOUS DISEASES,0951-7375,1473-6527,INFECTIOUS DISEASES,SCIE,4163,4.0,Q1,0.47,12.12
REVISTA ESPANOLA DE ENFERMEDADES DIGESTIVAS,1130-0108,2340-4167,GASTROENTEROLOGY & HEPATOLOGY,SCIE,2106,4.0,Q1,0.37,29.41
